Queen
Freddie Mercury,resources/queen/pictures/fmercury.jpeg
Brian May,resources/queen/pictures/bmay.jpeg
Roger Taylor,resources/queen/pictures/rtaylor.jpeg
John Deacon,resources/queen/pictures/jdeacon.jpeg
